name,value,unit,source,derivation
sobol_reaches_profitability_rank_of_price_out_mtok_usd,61,rank,sobol.csv,the rank of price_out_mtok_usd by first-order index for target reaches_profitability
sobol_reaches_profitability_value_of_price_out_mtok_usd,0.000000,share of variance,sobol.csv,"the first-order index of price_out_mtok_usd for target reaches_profitability, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_reaches_profitability_rank_of_verify_overhead,62,rank,sobol.csv,the rank of verify_overhead by first-order index for target reaches_profitability
sobol_reaches_profitability_value_of_verify_overhead,0.000000,share of variance,sobol.csv,"the first-order index of verify_overhead for target reaches_profitability, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_reaches_profitability_rank_of_gate_fire_rate,63,rank,sobol.csv,the rank of gate_fire_rate by first-order index for target reaches_profitability
sobol_reaches_profitability_value_of_gate_fire_rate,0.000000,share of variance,sobol.csv,"the first-order index of gate_fire_rate for target reaches_profitability, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_reaches_profitability_rank_of_infer_decline_yr,64,rank,sobol.csv,the rank of infer_decline_yr by first-order index for target reaches_profitability
sobol_reaches_profitability_value_of_infer_decline_yr,0.000000,share of variance,sobol.csv,"the first-order index of infer_decline_yr for target reaches_profitability, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_reaches_profitability_rank_of_pay_pct,65,rank,sobol.csv,the rank of pay_pct by first-order index for target reaches_profitability
sobol_reaches_profitability_value_of_pay_pct,0.000000,share of variance,sobol.csv,"the first-order index of pay_pct for target reaches_profitability, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_reaches_profitability_rank_of_writer_gbp_item,66,rank,sobol.csv,the rank of writer_gbp_item by first-order index for target reaches_profitability
sobol_reaches_profitability_value_of_writer_gbp_item,0.000000,share of variance,sobol.csv,"the first-order index of writer_gbp_item for target reaches_profitability, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_reaches_profitability_rank_of_overhead_mult,67,rank,sobol.csv,the rank of overhead_mult by first-order index for target reaches_profitability
sobol_reaches_profitability_value_of_overhead_mult,0.000000,share of variance,sobol.csv,"the first-order index of overhead_mult for target reaches_profitability, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_reaches_profitability_rank_of_pool_rel_us,68,rank,sobol.csv,the rank of pool_rel_us by first-order index for target reaches_profitability
sobol_reaches_profitability_value_of_pool_rel_us,0.000000,share of variance,sobol.csv,"the first-order index of pool_rel_us for target reaches_profitability, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_reaches_profitability_rank_of_pool_rel_in,69,rank,sobol.csv,the rank of pool_rel_in by first-order index for target reaches_profitability
sobol_reaches_profitability_value_of_pool_rel_in,0.000000,share of variance,sobol.csv,"the first-order index of pool_rel_in for target reaches_profitability, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_reaches_profitability_rank_of_acq_season_amp,70,rank,sobol.csv,the rank of acq_season_amp by first-order index for target reaches_profitability
sobol_reaches_profitability_value_of_acq_season_amp,0.000000,share of variance,sobol.csv,"the first-order index of acq_season_amp for target reaches_profitability, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_reaches_profitability_rank_of_shock_rho,71,rank,sobol.csv,the rank of shock_rho by first-order index for target reaches_profitability
sobol_reaches_profitability_value_of_shock_rho,0.000000,share of variance,sobol.csv,"the first-order index of shock_rho for target reaches_profitability, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_reaches_profitability_rank_of_school_gbp_seat_yr,72,rank,sobol.csv,the rank of school_gbp_seat_yr by first-order index for target reaches_profitability
sobol_reaches_profitability_value_of_school_gbp_seat_yr,0.000000,share of variance,sobol.csv,"the first-order index of school_gbp_seat_yr for target reaches_profitability, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_reaches_profitability_rank_of_school_renewal,73,rank,sobol.csv,the rank of school_renewal by first-order index for target reaches_profitability
sobol_reaches_profitability_value_of_school_renewal,0.000000,share of variance,sobol.csv,"the first-order index of school_renewal for target reaches_profitability, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_reaches_profitability_rank_of_school_cycle_m,74,rank,sobol.csv,the rank of school_cycle_m by first-order index for target reaches_profitability
sobol_reaches_profitability_value_of_school_cycle_m,0.000000,share of variance,sobol.csv,"the first-order index of school_cycle_m for target reaches_profitability, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_reaches_profitability_rank_of_step_entity_setup_usd,75,rank,sobol.csv,the rank of step_entity_setup_usd by first-order index for target reaches_profitability
sobol_reaches_profitability_value_of_step_entity_setup_usd,0.000000,share of variance,sobol.csv,"the first-order index of step_entity_setup_usd for target reaches_profitability, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_reaches_profitability_rank_of_step_entity_annual_usd,76,rank,sobol.csv,the rank of step_entity_annual_usd by first-order index for target reaches_profitability
sobol_reaches_profitability_value_of_step_entity_annual_usd,0.000000,share of variance,sobol.csv,"the first-order index of step_entity_annual_usd for target reaches_profitability, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_reaches_profitability_rank_of_step_counsel_initial_usd,77,rank,sobol.csv,the rank of step_counsel_initial_usd by first-order index for target reaches_profitability
sobol_reaches_profitability_value_of_step_counsel_initial_usd,0.000000,share of variance,sobol.csv,"the first-order index of step_counsel_initial_usd for target reaches_profitability, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_reaches_profitability_rank_of_step_counsel_market_usd,78,rank,sobol.csv,the rank of step_counsel_market_usd by first-order index for target reaches_profitability
sobol_reaches_profitability_value_of_step_counsel_market_usd,0.000000,share of variance,sobol.csv,"the first-order index of step_counsel_market_usd for target reaches_profitability, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_reaches_profitability_rank_of_step_office_usd_head_yr,79,rank,sobol.csv,the rank of step_office_usd_head_yr by first-order index for target reaches_profitability
sobol_reaches_profitability_value_of_step_office_usd_head_yr,0.000000,share of variance,sobol.csv,"the first-order index of step_office_usd_head_yr for target reaches_profitability, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_reaches_profitability_rank_of_step_dpia_audit_usd_yr,80,rank,sobol.csv,the rank of step_dpia_audit_usd_yr by first-order index for target reaches_profitability
sobol_reaches_profitability_value_of_step_dpia_audit_usd_yr,0.000000,share of variance,sobol.csv,"the first-order index of step_dpia_audit_usd_yr for target reaches_profitability, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_content_drivers_in_top7,0,count,sobol.csv,how many of the top seven drivers by first-order index for terminal_cash are content-cost drivers
sobol_terminal_cash_acq_drivers_in_top3,2,count,sobol.csv,how many of the top three drivers for terminal_cash are acquisition drivers
sobol_terminal_cash_content_drivers_in_top3,0,count,sobol.csv,how many of the top three drivers for terminal_cash are content-cost drivers
sobol_terminal_cash_rank_of_cac_anchor_usd,1,rank,sobol.csv,the rank of cac_anchor_usd by first-order index for target terminal_cash
sobol_terminal_cash_value_of_cac_anchor_usd,0.056983,share of variance,sobol.csv,"the first-order index of cac_anchor_usd for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_anchor_u,2,rank,sobol.csv,the rank of anchor_u by first-order index for target terminal_cash
sobol_terminal_cash_value_of_anchor_u,0.030235,share of variance,sobol.csv,"the first-order index of anchor_u for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_sat_kappa,3,rank,sobol.csv,the rank of sat_kappa by first-order index for target terminal_cash
sobol_terminal_cash_value_of_sat_kappa,0.029124,share of variance,sobol.csv,"the first-order index of sat_kappa for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_price_uk_tut_gbp,4,rank,sobol.csv,the rank of price_uk_tut_gbp by first-order index for target terminal_cash
sobol_terminal_cash_value_of_price_uk_tut_gbp,0.007463,share of variance,sobol.csv,"the first-order index of price_uk_tut_gbp for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_churn_base,5,rank,sobol.csv,the rank of churn_base by first-order index for target terminal_cash
sobol_terminal_cash_value_of_churn_base,0.007327,share of variance,sobol.csv,"the first-order index of churn_base for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_pool_uk,6,rank,sobol.csv,the rank of pool_uk by first-order index for target terminal_cash
sobol_terminal_cash_value_of_pool_uk,0.006662,share of variance,sobol.csv,"the first-order index of pool_uk for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_cac_ref_spend_usd,7,rank,sobol.csv,the rank of cac_ref_spend_usd by first-order index for target terminal_cash
sobol_terminal_cash_value_of_cac_ref_spend_usd,0.006535,share of variance,sobol.csv,"the first-order index of cac_ref_spend_usd for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_acq_pct_of_rev,8,rank,sobol.csv,the rank of acq_pct_of_rev by first-order index for target terminal_cash
sobol_terminal_cash_value_of_acq_pct_of_rev,0.003364,share of variance,sobol.csv,"the first-order index of acq_pct_of_rev for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_writer_gbp_item,9,rank,sobol.csv,the rank of writer_gbp_item by first-order index for target terminal_cash
sobol_terminal_cash_value_of_writer_gbp_item,0.002204,share of variance,sobol.csv,"the first-order index of writer_gbp_item for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_items_per_unit,10,rank,sobol.csv,the rank of items_per_unit by first-order index for target terminal_cash
sobol_terminal_cash_value_of_items_per_unit,0.001944,share of variance,sobol.csv,"the first-order index of items_per_unit for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_creator_share,11,rank,sobol.csv,the rank of creator_share by first-order index for target terminal_cash
sobol_terminal_cash_value_of_creator_share,0.001518,share of variance,sobol.csv,"the first-order index of creator_share for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_sessions_per_hh_month,12,rank,sobol.csv,the rank of sessions_per_hh_month by first-order index for target terminal_cash
sobol_terminal_cash_value_of_sessions_per_hh_month,0.001448,share of variance,sobol.csv,"the first-order index of sessions_per_hh_month for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_cac_rel_us,13,rank,sobol.csv,the rank of cac_rel_us by first-order index for target terminal_cash
sobol_terminal_cash_value_of_cac_rel_us,0.001144,share of variance,sobol.csv,"the first-order index of cac_rel_us for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_minutes_per_item,14,rank,sobol.csv,the rank of minutes_per_item by first-order index for target terminal_cash
sobol_terminal_cash_value_of_minutes_per_item,0.001120,share of variance,sobol.csv,"the first-order index of minutes_per_item for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_price_rel_row,15,rank,sobol.csv,the rank of price_rel_row by first-order index for target terminal_cash
sobol_terminal_cash_value_of_price_rel_row,0.001104,share of variance,sobol.csv,"the first-order index of price_rel_row for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_pool_pressure_psi,16,rank,sobol.csv,the rank of pool_pressure_psi by first-order index for target terminal_cash
sobol_terminal_cash_value_of_pool_pressure_psi,0.001079,share of variance,sobol.csv,"the first-order index of pool_pressure_psi for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_uk_gbp_yr,17,rank,sobol.csv,the rank of uk_gbp_yr by first-order index for target terminal_cash
sobol_terminal_cash_value_of_uk_gbp_yr,0.001064,share of variance,sobol.csv,"the first-order index of uk_gbp_yr for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_step_entity_setup_usd,18,rank,sobol.csv,the rank of step_entity_setup_usd by first-order index for target terminal_cash
sobol_terminal_cash_value_of_step_entity_setup_usd,0.001044,share of variance,sobol.csv,"the first-order index of step_entity_setup_usd for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_acq_launch_ramp,19,rank,sobol.csv,the rank of acq_launch_ramp by first-order index for target terminal_cash
sobol_terminal_cash_value_of_acq_launch_ramp,0.000928,share of variance,sobol.csv,"the first-order index of acq_launch_ramp for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_churn_m1_extra,20,rank,sobol.csv,the rank of churn_m1_extra by first-order index for target terminal_cash
sobol_terminal_cash_value_of_churn_m1_extra,0.000926,share of variance,sobol.csv,"the first-order index of churn_m1_extra for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_step_counsel_initial_usd,21,rank,sobol.csv,the rank of step_counsel_initial_usd by first-order index for target terminal_cash
sobol_terminal_cash_value_of_step_counsel_initial_usd,0.000901,share of variance,sobol.csv,"the first-order index of step_counsel_initial_usd for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_board_reuse,22,rank,sobol.csv,the rank of board_reuse by first-order index for target terminal_cash
sobol_terminal_cash_value_of_board_reuse,0.000894,share of variance,sobol.csv,"the first-order index of board_reuse for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_price_drift_yr,23,rank,sobol.csv,the rank of price_drift_yr by first-order index for target terminal_cash
sobol_terminal_cash_value_of_price_drift_yr,0.000886,share of variance,sobol.csv,"the first-order index of price_drift_yr for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_pool_rel_row,24,rank,sobol.csv,the rank of pool_rel_row by first-order index for target terminal_cash
sobol_terminal_cash_value_of_pool_rel_row,0.000865,share of variance,sobol.csv,"the first-order index of pool_rel_row for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_pool_rel_in,25,rank,sobol.csv,the rank of pool_rel_in by first-order index for target terminal_cash
sobol_terminal_cash_value_of_pool_rel_in,0.000847,share of variance,sobol.csv,"the first-order index of pool_rel_in for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_pay_fixed_usd,26,rank,sobol.csv,the rank of pay_fixed_usd by first-order index for target terminal_cash
sobol_terminal_cash_value_of_pay_fixed_usd,0.000746,share of variance,sobol.csv,"the first-order index of pay_fixed_usd for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_sessions_cv,27,rank,sobol.csv,the rank of sessions_cv by first-order index for target terminal_cash
sobol_terminal_cash_value_of_sessions_cv,0.000593,share of variance,sobol.csv,"the first-order index of sessions_cv for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_price_in_mtok_usd,28,rank,sobol.csv,the rank of price_in_mtok_usd by first-order index for target terminal_cash
sobol_terminal_cash_value_of_price_in_mtok_usd,0.000583,share of variance,sobol.csv,"the first-order index of price_in_mtok_usd for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_eng_ramp_mult,29,rank,sobol.csv,the rank of eng_ramp_mult by first-order index for target terminal_cash
sobol_terminal_cash_value_of_eng_ramp_mult,0.000583,share of variance,sobol.csv,"the first-order index of eng_ramp_mult for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_step_uk_rep_usd_yr,30,rank,sobol.csv,the rank of step_uk_rep_usd_yr by first-order index for target terminal_cash
sobol_terminal_cash_value_of_step_uk_rep_usd_yr,0.000582,share of variance,sobol.csv,"the first-order index of step_uk_rep_usd_yr for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_school_renewal,31,rank,sobol.csv,the rank of school_renewal by first-order index for target terminal_cash
sobol_terminal_cash_value_of_school_renewal,0.000484,share of variance,sobol.csv,"the first-order index of school_renewal for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_pool_rel_us,32,rank,sobol.csv,the rank of pool_rel_us by first-order index for target terminal_cash
sobol_terminal_cash_value_of_pool_rel_us,0.000419,share of variance,sobol.csv,"the first-order index of pool_rel_us for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_reval_frac_yr,33,rank,sobol.csv,the rank of reval_frac_yr by first-order index for target terminal_cash
sobol_terminal_cash_value_of_reval_frac_yr,0.000408,share of variance,sobol.csv,"the first-order index of reval_frac_yr for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_step_cert_setup_usd,34,rank,sobol.csv,the rank of step_cert_setup_usd by first-order index for target terminal_cash
sobol_terminal_cash_value_of_step_cert_setup_usd,0.000407,share of variance,sobol.csv,"the first-order index of step_cert_setup_usd for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_acq_season_amp,35,rank,sobol.csv,the rank of acq_season_amp by first-order index for target terminal_cash
sobol_terminal_cash_value_of_acq_season_amp,0.000391,share of variance,sobol.csv,"the first-order index of acq_season_amp for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_market_reuse,36,rank,sobol.csv,the rank of market_reuse by first-order index for target terminal_cash
sobol_terminal_cash_value_of_market_reuse,0.000323,share of variance,sobol.csv,"the first-order index of market_reuse for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_school_win_rate,37,rank,sobol.csv,the rank of school_win_rate by first-order index for target terminal_cash
sobol_terminal_cash_value_of_school_win_rate,0.000293,share of variance,sobol.csv,"the first-order index of school_win_rate for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_step_dpia_audit_usd_yr,38,rank,sobol.csv,the rank of step_dpia_audit_usd_yr by first-order index for target terminal_cash
sobol_terminal_cash_value_of_step_dpia_audit_usd_yr,0.000276,share of variance,sobol.csv,"the first-order index of step_dpia_audit_usd_yr for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_shock_sd,39,rank,sobol.csv,the rank of shock_sd by first-order index for target terminal_cash
sobol_terminal_cash_value_of_shock_sd,0.000227,share of variance,sobol.csv,"the first-order index of shock_sd for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_examiner_rate_gbp_hr,40,rank,sobol.csv,the rank of examiner_rate_gbp_hr by first-order index for target terminal_cash
sobol_terminal_cash_value_of_examiner_rate_gbp_hr,0.000205,share of variance,sobol.csv,"the first-order index of examiner_rate_gbp_hr for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_units_per_content_head,41,rank,sobol.csv,the rank of units_per_content_head by first-order index for target terminal_cash
sobol_terminal_cash_value_of_units_per_content_head,0.000197,share of variance,sobol.csv,"the first-order index of units_per_content_head for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_eng_usd_yr,42,rank,sobol.csv,the rank of eng_usd_yr by first-order index for target terminal_cash
sobol_terminal_cash_value_of_eng_usd_yr,0.000168,share of variance,sobol.csv,"the first-order index of eng_usd_yr for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_overage_price_frac,43,rank,sobol.csv,the rank of overage_price_frac by first-order index for target terminal_cash
sobol_terminal_cash_value_of_overage_price_frac,0.000162,share of variance,sobol.csv,"the first-order index of overage_price_frac for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_support_min_hh_month,44,rank,sobol.csv,the rank of support_min_hh_month by first-order index for target terminal_cash
sobol_terminal_cash_value_of_support_min_hh_month,0.000160,share of variance,sobol.csv,"the first-order index of support_min_hh_month for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_cac_rel_row,45,rank,sobol.csv,the rank of cac_rel_row by first-order index for target terminal_cash
sobol_terminal_cash_value_of_cac_rel_row,0.000144,share of variance,sobol.csv,"the first-order index of cac_rel_row for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_price_rel_us,46,rank,sobol.csv,the rank of price_rel_us by first-order index for target terminal_cash
sobol_terminal_cash_value_of_price_rel_us,0.000090,share of variance,sobol.csv,"the first-order index of price_rel_us for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_alevel_exit_rate,47,rank,sobol.csv,the rank of alevel_exit_rate by first-order index for target terminal_cash
sobol_terminal_cash_value_of_alevel_exit_rate,0.000057,share of variance,sobol.csv,"the first-order index of alevel_exit_rate for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_school_seats,48,rank,sobol.csv,the rank of school_seats by first-order index for target terminal_cash
sobol_terminal_cash_value_of_school_seats,0.000036,share of variance,sobol.csv,"the first-order index of school_seats for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_price_uk_sw_gbp,49,rank,sobol.csv,the rank of price_uk_sw_gbp by first-order index for target terminal_cash
sobol_terminal_cash_value_of_price_uk_sw_gbp,0.000000,share of variance,sobol.csv,"the first-order index of price_uk_sw_gbp for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_price_rel_in,50,rank,sobol.csv,the rank of price_rel_in by first-order index for target terminal_cash
sobol_terminal_cash_value_of_price_rel_in,0.000000,share of variance,sobol.csv,"the first-order index of price_rel_in for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_usage_season_amp,51,rank,sobol.csv,the rank of usage_season_amp by first-order index for target terminal_cash
sobol_terminal_cash_value_of_usage_season_amp,0.000000,share of variance,sobol.csv,"the first-order index of usage_season_amp for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_summer_lapse_pre,52,rank,sobol.csv,the rank of summer_lapse_pre by first-order index for target terminal_cash
sobol_terminal_cash_value_of_summer_lapse_pre,0.000000,share of variance,sobol.csv,"the first-order index of summer_lapse_pre for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_progress_continue,53,rank,sobol.csv,the rank of progress_continue by first-order index for target terminal_cash
sobol_terminal_cash_value_of_progress_continue,0.000000,share of variance,sobol.csv,"the first-order index of progress_continue for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_alevel_continue,54,rank,sobol.csv,the rank of alevel_continue by first-order index for target terminal_cash
sobol_terminal_cash_value_of_alevel_continue,0.000000,share of variance,sobol.csv,"the first-order index of alevel_continue for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_exam_carryover,55,rank,sobol.csv,the rank of exam_carryover by first-order index for target terminal_cash
sobol_terminal_cash_value_of_exam_carryover,0.000000,share of variance,sobol.csv,"the first-order index of exam_carryover for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_turns_per_session,56,rank,sobol.csv,the rank of turns_per_session by first-order index for target terminal_cash
sobol_terminal_cash_value_of_turns_per_session,0.000000,share of variance,sobol.csv,"the first-order index of turns_per_session for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_tok_in_per_turn,57,rank,sobol.csv,the rank of tok_in_per_turn by first-order index for target terminal_cash
sobol_terminal_cash_value_of_tok_in_per_turn,0.000000,share of variance,sobol.csv,"the first-order index of tok_in_per_turn for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_tok_out_per_turn,58,rank,sobol.csv,the rank of tok_out_per_turn by first-order index for target terminal_cash
sobol_terminal_cash_value_of_tok_out_per_turn,0.000000,share of variance,sobol.csv,"the first-order index of tok_out_per_turn for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_price_out_mtok_usd,59,rank,sobol.csv,the rank of price_out_mtok_usd by first-order index for target terminal_cash
sobol_terminal_cash_value_of_price_out_mtok_usd,0.000000,share of variance,sobol.csv,"the first-order index of price_out_mtok_usd for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_verify_overhead,60,rank,sobol.csv,the rank of verify_overhead by first-order index for target terminal_cash
sobol_terminal_cash_value_of_verify_overhead,0.000000,share of variance,sobol.csv,"the first-order index of verify_overhead for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_gate_fire_rate,61,rank,sobol.csv,the rank of gate_fire_rate by first-order index for target terminal_cash
sobol_terminal_cash_value_of_gate_fire_rate,0.000000,share of variance,sobol.csv,"the first-order index of gate_fire_rate for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_infer_decline_yr,62,rank,sobol.csv,the rank of infer_decline_yr by first-order index for target terminal_cash
